Algorithm Data.
a,b,c,
898.084,722.517,19.2682,-4.95505,3.15
898.276,722.467,19.2597,-5.05258,3.16
898.469,722.417,19.2511,-5.1501,3.17
898.662,722.365,19.2426,-5.24759,3.18
898.854,722.313,19.2342,-5.34506,3.19
899.046,722.259,19.2257,-5.4425,3.2
899.239,722.205,19.2172,-5.53993,3.21
899.431,722.149,19.2087,-5.63732,3.22
899.623,722.093,19.2003,-5.73469,3.23
899.815,722.036,19.1918,-5.83204,3.24
900.007,721.977,19.1834,-5.92936,3.25
900.199,721.918,19.1749,-6.02665,3.26
900.39,721.858,19.1665,-6.12392,3.27
900.582,721.797,19.1581,-6.22116,3.28
900.774,721.734,19.1497,-6.31837,3.29
900.965,721.671,19.1412,-6.41556,3.3
901.157,721.607,19.1328,-6.51271,3.31
901.348,721.542,19.1244,-6.60984,3.32
901.539,721.476,19.1161,-6.70694,3.33
901.73,721.409,19.1077,-6.80401,3.34
901.921,721.341,19.0993,-6.90104,3.35
902.112,721.272,19.0909,-6.99805,3.36
902.303,721.202,19.0826,-7.09503,3.37
902.494,721.131,19.0742,-7.19198,3.38
902.685,721.059,19.0659,-7.28889,3.39
902.875,720.986,19.0576,-7.38577,3.4
903.066,720.912,19.0492,-7.48262,3.41
903.257,720.837,19.0409,-7.57944,3.42
903.447,720.761,19.0326,-7.67622,3.43
903.637,720.685,19.0243,-7.77297,3.44
903.828,720.607,19.016,-7.86968,3.45
904.018,720.528,19.0077,-7.96636,3.46
904.208,720.449,18.9994,-8.06301,3.47
904.398,720.368,18.9911,-8.15961,3.48
904.588,720.286,18.9829,-8.25619,3.49
904.778,720.204,18.9746,-8.35272,3.5
904.967,720.12,18.9663,-8.44922,3.51
905.157,720.036,18.9581,-8.54569,3.52
905.346,719.95,18.9498,-8.64211,3.53
905.536,719.864,18.9416,-8.7385,3.54
905.725,719.777,18.9334,-8.83485,3.55
905.915,719.688,18.9252,-8.93116,3.56
906.104,719.599,18.9169,-9.02743,3.57
906.293,719.509,18.9087,-9.12366,3.58
906.482,719.417,18.9005,-9.21985,3.59
906.671,719.325,18.8924,-9.316,3.6
906.86,719.232,18.8842,-9.41211,3.61
907.049,719.138,18.876,-9.50818,3.62
907.238,719.043,18.8678,-9.60421,3.63
907.426,718.947,18.8597,-9.70019,3.64
907.615,718.85,18.8515,-9.79613,3.65
907.804,718.752,18.8433,-9.89203,3.66
907.992,718.653,18.8352,-9.98789,3.67
908.18,718.553,18.8271,-10.0837,3.68
908.369,718.452,18.8189,-10.1795,3.69
908.557,718.35,18.8108,-10.2752,3.7
908.745,718.248,18.8027,-10.3709,3.71
908.933,718.144,18.7946,-10.4665,3.72
909.121,718.039,18.7865,-10.5621,3.73
909.309,717.934,18.7784,-10.6576,3.74
909.497,717.827,18.7703,-10.7531,3.75
909.684,717.72,18.7622,-10.8486,3.76
909.872,717.611,18.7542,-10.944,3.77
910.059,717.502,18.7461,-11.0393,3.78
910.247,717.391,18.738,-11.1346,3.79
910.434,717.28,18.73,-11.2299,3.8
910.622,717.168,18.7219,-11.3251,3.81
910.809,717.054,18.7139,-11.4203,3.82
910.996,716.94,18.7059,-11.5154,3.83
911.183,716.825,18.6978,-11.6104,3.84
911.37,716.709,18.6898,-11.7054,3.85
911.557,716.592,18.6818,-11.8004,3.86
911.744,716.474,18.6738,-11.8953,3.87
911.93,716.355,18.6658,-11.9902,3.88
912.117,716.235,18.6578,-12.085,3.89
912.304,716.114,18.6498,-12.1797,3.9
912.49,715.992,18.6419,-12.2744,3.91
912.677,715.87,18.6339,-12.3691,3.92
912.863,715.746,18.6259,-12.4636,3.93
913.049,715.621,18.618,-12.5582,3.94
913.235,715.496,18.61,-12.6527,3.95
913.421,715.369,18.6021,-12.7471,3.96
913.607,715.242,18.5942,-12.8415,3.97
913.793,715.113,18.5862,-12.9358,3.98
913.979,714.984,18.5783,-13.0301,3.99
914.165,714.854,18.5704,-13.1243,4
914.351,714.722,18.5625,-13.2184,4.01
914.536,714.59,18.5546,-13.3125,4.02
914.722,714.457,18.5467,-13.4065,4.03
914.907,714.323,18.5388,-13.5005,4.04
915.093,714.188,18.5309,-13.5944,4.05
915.278,714.052,18.523,-13.6883,4.06
915.463,713.915,18.5152,-13.7821,4.07
915.648,713.777,18.5073,-13.8758,4.08
915.834,713.639,18.4995,-13.9695,4.09
916.019,713.499,18.4916,-14.0632,4.1
916.203,713.358,18.4838,-14.1567,4.11
916.388,713.217,18.4759,-14.2502,4.12
916.573,713.074,18.4681,-14.3437,4.13
916.758,712.931,18.4603,-14.437,4.14
916.942,712.786,18.4525,-14.5304,4.15
917.127,712.641,18.4447,-14.6236,4.16
917.311,712.495,18.4369,-14.7168,4.17
917.496,712.348,18.4291,-14.81,4.18
917.68,712.2,18.4213,-14.903,4.19
917.864,712.051,18.4135,-14.996,4.2
918.048,711.901,18.4057,-15.089,4.21
918.232,711.75,18.3979,-15.1819,4.22
918.416,711.598,18.3902,-15.2747,4.23
918.6,711.445,18.3824,-15.3674,4.24
918.784,711.291,18.3747,-15.4601,4.25
918.968,711.137,18.3669,-15.5527,4.26
919.151,710.981,18.3592,-15.6453,4.27
919.335,710.825,18.3515,-15.7378,4.28
919.519,710.667,18.3437,-15.8302,4.29
919.702,710.509,18.336,-15.9225,4.3
919.885,710.35,18.3283,-16.0148,4.31
920.069,710.19,18.3206,-16.107,4.32
920.252,710.029,18.3129,-16.1992,4.33
920.435,709.867,18.3052,-16.2913,4.34
920.618,709.704,18.2975,-16.3833,4.35
920.801,709.54,18.2899,-16.4752,4.36
920.984,709.375,18.2822,-16.5671,4.37
921.167,709.21,18.2745,-16.6589,4.38
921.35,709.043,18.2669,-16.7506,4.39
921.532,708.875,18.2592,-16.8423,4.4
921.715,708.707,18.2516,-16.9339,4.41
921.897,708.538,18.2439,-17.0254,4.42
922.08,708.367,18.2363,-17.1169,4.43
922.262,708.196,18.2287,-17.2083,4.44
922.444,708.024,18.2211,-17.2996,4.45
922.627,707.851,18.2134,-17.3908,4.46
922.809,707.677,18.2058,-17.482,4.47
922.991,707.502,18.1982,-17.5731,4.48
923.173,707.327,18.1906,-17.6641,4.49
923.355,707.15,18.1831,-17.755,4.5
923.536,706.973,18.1755,-17.8459,4.51
923.718,706.794,18.1679,-17.9367,4.52
923.9,706.615,18.1603,-18.0274,4.53
924.082,706.434,18.1528,-18.1181,4.54
924.263,706.253,18.1452,-18.2086,4.55
924.445,706.071,18.1377,-18.2991,4.56
924.626,705.888,18.1301,-18.3896,4.57
924.807,705.704,18.1226,-18.4799,4.58
924.988,705.519,18.115,-18.5702,4.59
925.17,705.334,18.1075,-18.6604,4.6
925.351,705.147,18.1,-18.7505,4.61
925.532,704.96,18.0925,-18.8405,4.62
925.713,704.771,18.085,-18.9305,4.63
925.893,704.582,18.0775,-19.0204,4.64
926.074,704.392,18.07,-19.1102,4.65
926.255,704.201,18.0625,-19.1999,4.66
926.436,704.009,18.055,-19.2895,4.67
926.616,703.816,18.0475,-19.3791,4.68
926.797,703.622,18.0401,-19.4686,4.69
926.977,703.427,18.0326,-19.558,4.7
927.157,703.232,18.0251,-19.6473,4.71
927.338,703.035,18.0177,-19.7366,4.72
927.518,702.838,18.0103,-19.8257,4.73
927.698,702.64,18.0028,-19.9148,4.74
927.878,702.44,17.9954,-20.0038,4.75
928.058,702.24,17.988,-20.0928,4.76
928.238,702.04,17.9805,-20.1816,4.77
928.417,701.838,17.9731,-20.2704,4.78
928.597,701.635,17.9657,-20.359,4.79
928.777,701.431,17.9583,-20.4476,4.8
928.956,701.227,17.9509,-20.5361,4.81
929.136,701.022,17.9435,-20.6246,4.82
929.315,700.815,17.9361,-20.7129,4.83
929.495,700.608,17.9288,-20.8012,4.84
929.674,700.4,17.9214,-20.8894,4.85
929.853,700.191,17.914,-20.9774,4.86
930.032,699.982,17.9067,-21.0655,4.87
930.211,699.771,17.8993,-21.1534,4.88
930.39,699.559,17.892,-21.2412,4.89
930.569,699.347,17.8846,-21.329,4.9
930.748,699.134,17.8773,-21.4166,4.91
930.927,698.919,17.87,-21.5042,4.92
931.106,698.704,17.8626,-21.5917,4.93
931.284,698.488,17.8553,-21.6791,4.94
931.463,698.272,17.848,-21.7664,4.95
931.641,698.054,17.8407,-21.8537,4.96
931.82,697.835,17.8334,-21.9408,4.97
931.998,697.616,17.8261,-22.0279,4.98
932.176,697.396,17.8188,-22.1149,4.99
932.355,697.175,17.8115,-22.2017,5
932.533,696.953,17.8043,-22.2885,5.01
932.711,696.73,17.797,-22.3752,5.02
932.889,696.506,17.7897,-22.4619,5.03
933.067,696.281,17.7825,-22.5484,5.04
933.244,696.056,17.7752,-22.6348,5.05
933.422,695.83,17.768,-22.7212,5.06
933.6,695.602,17.7607,-22.8074,5.07
933.777,695.374,17.7535,-22.8936,5.08
933.955,695.145,17.7463,-22.9797,5.09
934.132,694.916,17.7391,-23.0657,5.1
934.31,694.685,17.7318,-23.1516,5.11
934.487,694.453,17.7246,-23.2374,5.12
934.664,694.221,17.7174,-23.3231,5.13
934.842,693.988,17.7102,-23.4087,5.14
935.019,693.754,17.703,-23.4943,5.15
935.196,693.519,17.6959,-23.5797,5.16
935.373,693.283,17.6887,-23.6651,5.17
935.55,693.046,17.6815,-23.7503,5.18
935.726,692.809,17.6743,-23.8355,5.19
935.903,692.57,17.6672,-23.9206,5.2
936.08,692.331,17.66,-24.0055,5.21
936.256,692.091,17.6529,-24.0904,5.22
936.433,691.85,17.6457,-24.1752,5.23
936.609,691.609,17.6386,-24.2599,5.24
936.786,691.366,17.6314,-24.3445,5.25
936.962,691.122,17.6243,-24.429,5.26
937.138,690.878,17.6172,-24.5134,5.27
937.314,690.633,17.6101,-24.5978,5.28
937.491,690.387,17.6029,-24.682,5.29
937.667,690.14,17.5958,-24.7661,5.3
937.843,689.893,17.5887,-24.8501,5.31
938.018,689.644,17.5816,-24.9341,5.32
938.194,689.395,17.5746,-25.0179,5.33
938.37,689.145,17.5675,-25.1017,5.34
938.546,688.894,17.5604,-25.1853,5.35
938.721,688.642,17.5533,-25.2689,5.36
938.897,688.389,17.5463,-25.3523,5.37
939.072,688.135,17.5392,-25.4357,5.38
939.248,687.881,17.5321,-25.519,5.39
939.423,687.626,17.5251,-25.6021,5.4
939.598,687.37,17.5181,-25.6852,5.41
939.773,687.113,17.511,-25.7682,5.42
939.949,686.855,17.504,-25.851,5.43
940.124,686.597,17.497,-25.9338,5.44
940.299,686.338,17.4899,-26.0165,5.45
940.473,686.077,17.4829,-26.0991,5.46
940.648,685.816,17.4759,-26.1815,5.47
940.823,685.555,17.4689,-26.2639,5.48
940.998,685.292,17.4619,-26.3462,5.49
941.172,685.028,17.4549,-26.4284,5.5
941.347,684.764,17.4479,-26.5105,5.51
941.521,684.499,17.441,-26.5925,5.52
941.696,684.233,17.434,-26.6743,5.53
941.87,683.966,17.427,-26.7561,5.54
942.044,683.699,17.42,-26.8378,5.55
942.219,683.43,17.4131,-26.9194,5.56
942.393,683.161,17.4061,-27.0009,5.57
942.567,682.891,17.3992,-27.0823,5.58
942.741,682.62,17.3922,-27.1635,5.59
942.915,682.349,17.3853,-27.2447,5.6
943.089,682.076,17.3784,-27.3258,5.61
943.262,681.803,17.3714,-27.4068,5.62
943.436,681.529,17.3645,-27.4876,5.63
943.61,681.254,17.3576,-27.5684,5.64
943.783,680.978,17.3507,-27.6491,5.65
943.957,680.702,17.3438,-27.7297,5.66
944.13,680.425,17.3369,-27.8101,5.67
944.304,680.147,17.33,-27.8905,5.68
944.477,679.868,17.3231,-27.9707,5.69
944.65,679.588,17.3162,-28.0509,5.7
944.823,679.307,17.3094,-28.131,5.71
944.996,679.026,17.3025,-28.2109,5.72
945.169,678.744,17.2956,-28.2908,5.73
945.342,678.461,17.2888,-28.3705,5.74
945.515,678.177,17.2819,-28.4502,5.75
945.688,677.893,17.2751,-28.5297,5.76
945.861,677.608,17.2682,-28.6091,5.77
946.033,677.322,17.2614,-28.6885,5.78
946.206,677.035,17.2545,-28.7677,5.79
946.379,676.747,17.2477,-28.8468,5.8
946.551,676.459,17.2409,-28.9258,5.81
946.724,676.169,17.2341,-29.0047,5.82
946.896,675.879,17.2273,-29.0835,5.83
947.068,675.588,17.2205,-29.1622,5.84
947.24,675.297,17.2137,-29.2408,5.85
947.412,675.004,17.2069,-29.3193,5.86
947.585,674.711,17.2001,-29.3977,5.87
947.757,674.417,17.1933,-29.476,5.88
947.928,674.122,17.1865,-29.5542,5.89
948.1,673.827,17.1797,-29.6322,5.9
948.272,673.531,17.173,-29.7102,5.91
948.444,673.233,17.1662,-29.7881,5.92
948.616,672.936,17.1595,-29.8658,5.93
948.787,672.637,17.1527,-29.9435,5.94
948.959,672.337,17.146,-30.021,5.95
949.13,672.037,17.1392,-30.0984,5.96
949.302,671.736,17.1325,-30.1758,5.97
949.473,671.435,17.1257,-30.253,5.98
949.644,671.132,17.119,-30.3301,5.99
949.815,670.829,17.1123,-30.4071,6
949.986,670.525,17.1056,-30.484,6.01
950.157,670.22,17.0989,-30.5608,6.02
950.328,669.914,17.0922,-30.6375,6.03
950.499,669.608,17.0855,-30.714,6.04
950.67,669.301,17.0788,-30.7905,6.05
950.841,668.993,17.0721,-30.8669,6.06
951.012,668.684,17.0654,-30.9431,6.07
951.182,668.375,17.0587,-31.0193,6.08
951.353,668.064,17.052,-31.0953,6.09
951.523,667.753,17.0454,-31.1712,6.1
951.694,667.442,17.0387,-31.247,6.11
951.864,667.129,17.0321,-31.3227,6.12
952.035,666.816,17.0254,-31.3983,6.13
952.205,666.502,17.0188,-31.4738,6.14
952.375,666.187,17.0121,-31.5492,6.15
952.545,665.872,17.0055,-31.6245,6.16
952.715,665.556,16.9989,-31.6997,6.17
952.885,665.239,16.9922,-31.7747,6.18
953.055,664.921,16.9856,-31.8497,6.19
953.225,664.602,16.979,-31.9245,6.2
953.395,664.283,16.9724,-31.9992,6.21
953.565,663.963,16.9658,-32.0738,6.22
953.734,663.642,16.9592,-32.1484,6.23
953.904,663.321,16.9526,-32.2228,6.24
954.073,662.999,16.946,-32.297,6.25
954.243,662.676,16.9394,-32.3712,6.26
954.412,662.352,16.9328,-32.4453,6.27
954.582,662.028,16.9262,-32.5192,6.28
954.751,661.702,16.9197,-32.5931,6.29
954.92,661.376,16.9131,-32.6668,6.3
955.089,661.05,16.9065,-32.7405,6.31
955.258,660.722,16.9,-32.814,6.32
955.427,660.394,16.8934,-32.8874,6.33
955.596,660.065,16.8869,-32.9607,6.34
955.765,659.736,16.8804,-33.0339,6.35
955.934,659.405,16.8738,-33.1069,6.36
956.103,659.074,16.8673,-33.1799,6.37
956.271,658.743,16.8608,-33.2528,6.38
956.44,658.41,16.8543,-33.3255,6.39
956.608,658.077,16.8477,-33.3981,6.4
956.777,657.743,16.8412,-33.4707,6.41
956.945,657.408,16.8347,-33.5431,6.42
957.114,657.073,16.8282,-33.6154,6.43
957.282,656.736,16.8217,-33.6876,6.44
957.45,656.4,16.8152,-33.7596,6.45
957.618,656.062,16.8088,-33.8316,6.46
957.786,655.724,16.8023,-33.9034,6.47
957.954,655.385,16.7958,-33.9752,6.48
958.122,655.045,16.7893,-34.0468,6.49
958.29,654.704,16.7829,-34.1183,6.5
958.458,654.363,16.7764,-34.1897,6.51
958.626,654.021,16.77,-34.261,6.52
958.793,653.679,16.7635,-34.3322,6.53
958.961,653.335,16.7571,-34.4033,6.54
959.129,652.991,16.7506,-34.4742,6.55
959.296,652.647,16.7442,-34.5451,6.56
959.464,652.301,16.7378,-34.6158,6.57
959.631,651.955,16.7313,-34.6864,6.58
959.798,651.608,16.7249,-34.757,6.59
959.966,651.261,16.7185,-34.8273,6.6
960.133,650.912,16.7121,-34.8976,6.61
960.3,650.563,16.7057,-34.9678,6.62
960.467,650.214,16.6993,-35.0379,6.63
960.634,649.863,16.6929,-35.1078,6.64
960.801,649.512,16.6865,-35.1776,6.65
960.968,649.16,16.6801,-35.2474,6.66
961.135,648.808,16.6737,-35.317,6.67
961.301,648.455,16.6674,-35.3865,6.68
961.468,648.101,16.661,-35.4559,6.69
961.635,647.746,16.6546,-35.5251,6.7
961.801,647.391,16.6483,-35.5943,6.71
961.968,647.035,16.6419,-35.6633,6.72
962.134,646.679,16.6356,-35.7323,6.73
962.3,646.321,16.6292,-35.8011,6.74
962.467,645.963,16.6229,-35.8698,6.75
962.633,645.605,16.6165,-35.9384,6.76
962.799,645.245,16.6102,-36.0069,6.77
962.965,644.885,16.6039,-36.0752,6.78
963.131,644.524,16.5975,-36.1435,6.79
963.297,644.163,16.5912,-36.2116,6.8
963.463,643.801,16.5849,-36.2797,6.81
963.629,643.438,16.5786,-36.3476,6.82
963.795,643.074,16.5723,-36.4154,6.83
963.96,642.71,16.566,-36.4831,6.84
964.126,642.346,16.5597,-36.5507,6.85
964.292,641.98,16.5534,-36.6181,6.86
964.457,641.614,16.5471,-36.6855,6.87
964.623,641.247,16.5409,-36.7527,6.88
964.788,640.879,16.5346,-36.8198,6.89
964.953,640.511,16.5283,-36.8868,6.9
965.119,640.142,16.5221,-36.9537,6.91
965.284,639.773,16.5158,-37.0205,6.92
965.449,639.403,16.5095,-37.0872,6.93
965.614,639.032,16.5033,-37.1537,6.94
965.779,638.66,16.497,-37.2202,6.95
965.944,638.288,16.4908,-37.2865,6.96
966.109,637.915,16.4846,-37.3527,6.97
966.274,637.542,16.4783,-37.4188,6.98
966.439,637.167,16.4721,-37.4848,6.99
966.603,636.793,16.4659,-37.5507,7
966.768,636.417,16.4597,-37.6165,7.01
966.933,636.041,16.4535,-37.6821,7.02
967.097,635.664,16.4472,-37.7477,7.03
967.262,635.287,16.441,-37.8131,7.04
967.426,634.908,16.4348,-37.8784,7.05
967.59,634.53,16.4287,-37.9436,7.06
967.755,634.15,16.4225,-38.0087,7.07
967.919,633.77,16.4163,-38.0736,7.08
968.083,633.389,16.4101,-38.1385,7.09
968.247,633.008,16.4039,-38.2033,7.1
968.411,632.626,16.3978,-38.2679,7.11
968.575,632.243,16.3916,-38.3324,7.12
968.739,631.86,16.3854,-38.3968,7.13
968.903,631.476,16.3793,-38.4611,7.14
969.067,631.091,16.3731,-38.5253,7.15
969.231,630.706,16.367,-38.5893,7.16
969.394,630.32,16.3608,-38.6533,7.17
969.558,629.934,16.3547,-38.7171,7.18
969.721,629.547,16.3486,-38.7808,7.19
969.885,629.159,16.3424,-38.8445,7.2
970.048,628.77,16.3363,-38.908,7.21
970.212,628.381,16.3302,-38.9713,7.22
970.375,627.992,16.3241,-39.0346,7.23
970.538,627.601,16.318,-39.0978,7.24
970.701,627.21,16.3118,-39.1608,7.25
970.865,626.819,16.3057,-39.2237,7.26
971.028,626.426,16.2996,-39.2866,7.27
971.191,626.034,16.2936,-39.3493,7.28
971.353,625.64,16.2875,-39.4119,7.29
971.516,625.246,16.2814,-39.4743,7.3
971.679,624.851,16.2753,-39.5367,7.31
971.842,624.456,16.2692,-39.599,7.32
972.005,624.06,16.2632,-39.6611,7.33
972.167,623.663,16.2571,-39.7231,7.34
972.33,623.266,16.251,-39.785,7.35
972.492,622.868,16.245,-39.8468,7.36
972.655,622.47,16.2389,-39.9085,7.37
972.817,622.071,16.2329,-39.9701,7.38
972.98,621.671,16.2268,-40.0316,7.39
973.142,621.271,16.2208,-40.0929,7.4
973.304,620.87,16.2148,-40.1542,7.41
973.466,620.468,16.2087,-40.2153,7.42
973.628,620.066,16.2027,-40.2763,7.43
973.79,619.663,16.1967,-40.3372,7.44
973.952,619.26,16.1907,-40.398,7.45
974.114,618.856,16.1847,-40.4587,7.46
974.276,618.451,16.1787,-40.5192,7.47
974.438,618.046,16.1727,-40.5797,7.48
974.599,617.64,16.1667,-40.64,7.49
974.761,617.234,16.1607,-40.7002,7.5
974.923,616.827,16.1547,-40.7603,7.51
975.084,616.419,16.1487,-40.8203,7.52
975.246,616.011,16.1427,-40.8802,7.53
975.407,615.602,16.1367,-40.94,7.54
975.569,615.193,16.1308,-40.9997,7.55
975.73,614.783,16.1248,-41.0592,7.56
975.891,614.372,16.1188,-41.1187,7.57
976.052,613.961,16.1129,-41.178,7.58
976.213,613.549,16.1069,-41.2372,7.59
976.375,613.137,16.101,-41.2963,7.6
976.536,612.724,16.095,-41.3553,7.61
976.696,612.31,16.0891,-41.4142,7.62
976.857,611.896,16.0831,-41.4729,7.63
977.018,611.482,16.0772,-41.5316,7.64
977.179,611.066,16.0713,-41.5901,7.65
977.34,610.65,16.0654,-41.6486,7.66
977.5,610.234,16.0594,-41.7069,7.67
977.661,609.817,16.0535,-41.7651,7.68
977.821,609.399,16.0476,-41.8232,7.69
977.982,608.981,16.0417,-41.8812,7.7
978.142,608.562,16.0358,-41.9391,7.71
978.303,608.143,16.0299,-41.9968,7.72
978.463,607.723,16.024,-42.0545,7.73
978.623,607.302,16.0181,-42.112,7.74
978.783,606.881,16.0122,-42.1695,7.75
978.944,606.459,16.0064,-42.2268,7.76
979.104,606.037,16.0005,-42.284,7.77
979.264,605.614,15.9946,-42.3411,7.78
979.424,605.191,15.9888,-42.3981,7.79
979.583,604.767,15.9829,-42.455,7.8
979.743,604.342,15.977,-42.5117,7.81
979.903,603.917,15.9712,-42.5684,7.82
980.063,603.491,15.9653,-42.6249,7.83
980.222,603.065,15.9595,-42.6814,7.84
980.382,602.638,15.9536,-42.7377,7.85
980.542,602.211,15.9478,-42.7939,7.86
980.701,601.783,15.942,-42.85,7.87
980.86,601.355,15.9361,-42.906,7.88
981.02,600.926,15.9303,-42.9619,7.89
981.179,600.496,15.9245,-43.0177,7.9
981.338,600.066,15.9187,-43.0733,7.91
981.498,599.635,15.9129,-43.1289,7.92
981.657,599.204,15.9071,-43.1843,7.93
981.816,598.772,15.9013,-43.2396,7.94
981.975,598.339,15.8955,-43.2949,7.95
982.134,597.907,15.8897,-43.35,7.96
982.293,597.473,15.8839,-43.405,7.97
982.451,597.039,15.8781,-43.4599,7.98
982.61,596.604,15.8723,-43.5147,7.99
982.769,596.169,15.8665,-43.5693,8
982.928,595.734,15.8608,-43.6239,8.01
983.086,595.297,15.855,-43.6784,8.02
983.245,594.861,15.8492,-43.7327,8.03
983.403,594.423,15.8435,-43.787,8.04
983.562,593.985,15.8377,-43.8411,8.05
983.72,593.547,15.832,-43.8951,8.06
983.878,593.108,15.8262,-43.949,8.07
984.037,592.668,15.8205,-44.0028,8.08
984.195,592.228,15.8147,-44.0565,8.09
984.353,591.788,15.809,-44.1101,8.1
984.511,591.347,15.8033,-44.1636,8.11
984.669,590.905,15.7975,-44.217,8.12
984.827,590.463,15.7918,-44.2702,8.13
984.985,590.02,15.7861,-44.3234,8.14
985.143,589.577,15.7804,-44.3764,8.15
985.301,589.133,15.7747,-44.4294,8.16
985.458,588.689,15.769,-44.4822,8.17
985.616,588.244,15.7633,-44.5349,8.18
985.774,587.799,15.7576,-44.5876,8.19
985.931,587.353,15.7519,-44.6401,8.2
986.089,586.907,15.7462,-44.6925,8.21
986.246,586.46,15.7405,-44.7448,8.22
986.404,586.012,15.7348,-44.797,8.23
986.561,585.564,15.7291,-44.849,8.24
986.718,585.116,15.7235,-44.901,8.25
986.876,584.667,15.7178,-44.9529,8.26
987.033,584.217,15.7121,-45.0046,8.27
987.19,583.767,15.7065,-45.0563,8.28
987.347,583.317,15.7008,-45.1078,8.29
987.504,582.865,15.6952,-45.1593,8.3
987.661,582.414,15.6895,-45.2106,8.31
987.818,581.962,15.6839,-45.2618,8.32
987.975,581.509,15.6782,-45.3129,8.33
988.131,581.056,15.6726,-45.364,8.34
988.288,580.602,15.667,-45.4149,8.35
988.445,580.148,15.6613,-45.4657,8.36
988.601,579.694,15.6557,-45.5164,8.37
988.758,579.238,15.6501,-45.567,8.38
988.915,578.783,15.6445,-45.6174,8.39
989.071,578.327,15.6388,-45.6678,8.4
989.227,577.87,15.6332,-45.7181,8.41
989.384,577.413,15.6276,-45.7683,8.42
989.54,576.955,15.622,-45.8183,8.43
989.696,576.497,15.6164,-45.8683,8.44
989.852,576.038,15.6108,-45.9181,8.45
990.008,575.579,15.6053,-45.9679,8.46
990.165,575.119,15.5997,-46.0175,8.47
990.321,574.659,15.5941,-46.0671,8.48
990.476,574.198,15.5885,-46.1165,8.49
990.632,573.737,15.5829,-46.1658,8.5
990.788,573.276,15.5774,-46.2151,8.51
990.944,572.813,15.5718,-46.2642,8.52
991.1,572.351,15.5662,-46.3132,8.53
991.255,571.888,15.5607,-46.3621,8.54
991.411,571.424,15.5551,-46.4109,8.55
991.566,570.96,15.5496,-46.4596,8.56
991.722,570.495,15.544,-46.5082,8.57
991.877,570.03,15.5385,-46.5567,8.58
992.033,569.565,15.533,-46.6051,8.59
992.188,569.099,15.5274,-46.6534,8.6
992.343,568.632,15.5219,-46.7016,8.61
992.499,568.165,15.5164,-46.7497,8.62
992.654,567.698,15.5109,-46.7976,8.63
992.809,567.23,15.5053,-46.8455,8.64
992.964,566.761,15.4998,-46.8933,8.65
993.119,566.292,15.4943,-46.941,8.66
993.274,565.823,15.4888,-46.9885,8.67
993.429,565.353,15.4833,-47.036,8.68
993.584,564.883,15.4778,-47.0834,8.69
993.738,564.412,15.4723,-47.1306,8.7
993.893,563.94,15.4668,-47.1778,8.71
994.048,563.469,15.4613,-47.2249,8.72
994.202,562.996,15.4559,-47.2718,8.73
994.357,562.524,15.4504,-47.3187,8.74
994.511,562.051,15.4449,-47.3654,8.75
994.666,561.577,15.4394,-47.4121,8.76
994.82,561.103,15.434,-47.4586,8.77
994.975,560.628,15.4285,-47.5051,8.78
995.129,560.153,15.4231,-47.5514,8.79
995.283,559.678,15.4176,-47.5977,8.8
995.437,559.202,15.4121,-47.6438,8.81
995.591,558.725,15.4067,-47.6899,8.82
995.746,558.248,15.4013,-47.7358,8.83
995.9,557.771,15.3958,-47.7816,8.84
996.053,557.293,15.3904,-47.8274,8.85
996.207,556.815,15.3849,-47.873,8.86
996.361,556.336,15.3795,-47.9186,8.87
996.515,555.857,15.3741,-47.964,8.88
996.669,555.377,15.3687,-48.0094,8.89
996.822,554.897,15.3633,-48.0546,8.9
996.976,554.417,15.3578,-48.0997,8.91
997.13,553.936,15.3524,-48.1448,8.92
997.283,553.454,15.347,-48.1897,8.93
997.437,552.972,15.3416,-48.2346,8.94
997.59,552.49,15.3362,-48.2793,8.95
997.743,552.007,15.3308,-48.324,8.96
997.897,551.524,15.3255,-48.3685,8.97
998.05,551.04,15.3201,-48.413,8.98
998.203,550.556,15.3147,-48.4573,8.99
998.356,550.072,15.3093,-48.5016,9
998.509,549.587,15.3039,-48.5457,9.01
998.662,549.101,15.2986,-48.5898,9.02
998.815,548.615,15.2932,-48.6337,9.03
998.968,548.129,15.2878,-48.6776,9.04
999.121,547.642,15.2825,-48.7214,9.05
999.274,547.155,15.2771,-48.765,9.06
999.427,546.667,15.2718,-48.8086,9.07
999.58,546.179,15.2664,-48.8521,9.08
999.732,545.691,15.2611,-48.8954,9.09
999.885,545.202,15.2557,-48.9387,9.1
1000.04,544.712,15.2504,-48.9819,9.11
1000.19,544.222,15.2451,-49.025,9.12
1000.34,543.732,15.2397,-49.068,9.13
1000.49,543.241,15.2344,-49.1108,9.14
1000.65,542.75,15.2291,-49.1536,9.15
1000.8,542.259,15.2238,-49.1963,9.16
1000.95,541.767,15.2184,-49.2389,9.17
1001.1,541.274,15.2131,-49.2814,9.18
1001.26,540.782,15.2078,-49.3238,9.19
1001.41,540.288,15.2025,-49.3661,9.2
1001.56,539.795,15.1972,-49.4083,9.21
1001.71,539.301,15.1919,-49.4505,9.22
1001.86,538.806,15.1866,-49.4925,9.23
1002.02,538.311,15.1813,-49.5344,9.24
1002.17,537.816,15.1761,-49.5762,9.25
1002.32,537.32,15.1708,-49.618,9.26
1002.47,536.824,15.1655,-49.6596,9.27
